ID_QUADRAT,FECHA_MUESTREOS,TIPO_VEG,TRAT_QUEMA,TRAT_PASTO,COB_TOTAL,REC_VEG,REC_VEG_VERDE,COB_TOTAL_VERDE
46,2025-05-19,Espartal,Quemado,Excluido,20,63.36,61.17,19.3
47,2022-06-09,Aulagar,Quemado,Pastoreo,58,58.34,54.34,54.02
47,2022-11-15,Aulagar,Quemado,Pastoreo,50,79.6,59.13,37.14
47,2023-05-16,Aulagar,Quemado,Pastoreo,1,0.92,0.92,1
47,2023-06-06,Aulagar,Quemado,Pastoreo,1,0.95,0.95,1
47,2023-11-15,Aulagar,Quemado,Pastoreo,7,7.38,7.38,7
47,2024-06-06,Aulagar,Quemado,Pastoreo,12,12.91,12.91,12
47,2024-11-12,Aulagar,Quemado,Pastoreo,10,27.83,25.47,9.15
47,2025-05-19,Aulagar,Quemado,Pastoreo,40,43.31,42.7,39.43
48,2022-06-09,Aulagar,Quemado,Pastoreo,54,57.2,55.7,52.58
48,2022-11-15,Aulagar,Quemado,Pastoreo,50,88.49,79.31,44.81
48,2023-05-16,Aulagar,Quemado,Pastoreo,1,3.54,1.8,0.5
48,2023-06-06,Aulagar,Quemado,Pastoreo,1,1.63,1.63,1
48,2023-11-15,Aulagar,Quemado,Pastoreo,8,8.47,8.17,7.71
48,2024-06-06,Aulagar,Quemado,Pastoreo,10,9.57,9.37,9.79
48,2024-11-12,Aulagar,Quemado,Pastoreo,12,24.98,20.97,10.07
48,2025-05-19,Aulagar,Quemado,Pastoreo,40,74.01,72.77,39.32
49,2022-06-09,Aulagar,Quemado,Excluido,25,27.64,27.64,25
49,2022-11-15,Aulagar,Quemado,Excluido,40,42.58,36.23,34.03
49,2023-05-16,Aulagar,Quemado,Excluido,6,6.69,3.98,3.56
49,2023-06-06,Aulagar,Quemado,Excluido,6,5.85,5.15,5.28
49,2023-11-15,Aulagar,Quemado,Excluido,20,20.28,14.61,14.4
49,2024-06-06,Aulagar,Quemado,Excluido,25,24.88,18.37,18.45
49,2024-11-12,Aulagar,Quemado,Excluido,25,54.14,36.01,16.62
49,2025-05-19,Aulagar,Quemado,Excluido,55,54.7,54.16,54.45
50,2022-06-09,Aulagar,Quemado,Excluido,38,37.4,23.56,23.93
50,2022-11-15,Aulagar,Quemado,Excluido,55,66.09,41.82,34.8
50,2023-05-16,Aulagar,Quemado,Excluido,1,3.34,3.34,1
50,2023-06-06,Aulagar,Quemado,Excluido,3,4.32,4.32,3
50,2023-11-15,Aulagar,Quemado,Excluido,14,14,12.43,12.43
50,2024-06-06,Aulagar,Quemado,Excluido,15,15.43,12.18,11.84
50,2024-11-12,Aulagar,Quemado,Excluido,15,51.1,41.05,12.04
50,2025-05-19,Aulagar,Quemado,Excluido,30,29.85,26.54,26.67
51,2022-06-09,Lastonar,Quemado,Excluido,55,55.36,55.36,55
51,2022-11-15,Lastonar,Quemado,Excluido,60,59.46,54.58,55.07
51,2023-05-16,Lastonar,Quemado,Excluido,2,1.55,1.55,2
51,2023-06-06,Lastonar,Quemado,Excluido,2,2.05,2.05,2
51,2023-11-15,Lastonar,Quemado,Excluido,4,4.72,3.77,3.19
51,2024-06-06,Lastonar,Quemado,Excluido,15,16.9,15.03,13.34
51,2024-11-12,Lastonar,Quemado,Excluido,12,31.72,15.73,5.95
51,2025-05-19,Lastonar,Quemado,Excluido,25,30.11,26.67,22.14
52,2022-06-09,Lastonar,Quemado,Excluido,27,27.56,27.56,27
52,2022-11-15,Lastonar,Quemado,Excluido,25,24.16,23.66,24.48
52,2023-05-16,Lastonar,Quemado,Excluido,3,5.05,4.12,2.44
52,2023-06-06,Lastonar,Quemado,Excluido,6,8.15,8.15,6
52,2023-11-15,Lastonar,Quemado,Excluido,7,6.77,6.06,6.26
52,2024-06-06,Lastonar,Quemado,Excluido,18,17.93,16.27,16.33
52,2024-11-12,Lastonar,Quemado,Excluido,25,54.19,40.58,18.72
52,2025-05-19,Lastonar,Quemado,Excluido,40,53.45,48.74,36.47
53,2022-06-09,Lastonar,Quemado,Pastoreo,38,37.59,37.59,38
53,2022-11-15,Lastonar,Quemado,Pastoreo,33,33.34,30.5,30.18
53,2023-05-16,Lastonar,Quemado,Pastoreo,1,2.51,1.6,0.63
53,2023-06-06,Lastonar,Quemado,Pastoreo,1,2.5,2.5,1
53,2023-11-15,Lastonar,Quemado,Pastoreo,4,8.65,8.65,4
53,2024-06-06,Lastonar,Quemado,Pastoreo,10,12.39,10.48,8.45
53,2024-11-12,Lastonar,Quemado,Pastoreo,12,18.83,12.44,7.92
53,2025-05-19,Lastonar,Quemado,Pastoreo,35,42.16,40.67,33.76
54,2022-06-09,Lastonar,Quemado,Pastoreo,50,51.32,51.32,50
54,2022-11-15,Lastonar,Quemado,Pastoreo,60,67.28,61.41,54.76
54,2023-05-16,Lastonar,Quemado,Pastoreo,42,42.49,28.21,27.88
54,2023-06-06,Lastonar,Quemado,Pastoreo,30,31.8,18.52,17.47
54,2023-11-15,Lastonar,Quemado,Pastoreo,24,24.4,14.17,13.93
54,2024-06-06,Lastonar,Quemado,Pastoreo,30,37.89,24.54,19.42
54,2024-11-12,Lastonar,Quemado,Pastoreo,35,48.03,30.06,21.9
54,2025-05-19,Lastonar,Quemado,Pastoreo,34,67.2,57.6,29.14
55,2022-06-09,Espartal,Biomasa,Pastoreo,90,94.61,60.11,57.18
55,2022-11-15,Espartal,Biomasa,Pastoreo,4,3.65,3.65,4
56,2022-06-09,Espartal,Biomasa,Pastoreo,90,90.15,72.85,72.72
56,2022-11-15,Espartal,Biomasa,Pastoreo,6,5.83,5.83,6
57,2022-06-09,Aulagar,Biomasa,Pastoreo,60,62.48,56.02,53.79
57,2022-11-15,Aulagar,Biomasa,Pastoreo,2,2.81,2.81,2
58,2022-06-09,Aulagar,Biomasa,Pastoreo,80,79.35,78.31,78.95
58,2022-11-15,Aulagar,Biomasa,Pastoreo,1,2.32,2.32,1
59,2022-06-09,Aulagar,Biomasa,Pastoreo,75,81.14,76.72,70.91
59,2022-11-15,Aulagar,Biomasa,Pastoreo,3,4.96,4.96,3
60,2022-06-09,Aulagar,Biomasa,Pastoreo,60,59.72,30.82,30.96
60,2022-11-15,Aulagar,Biomasa,Pastoreo,1,0.41,0.26,0.63
61,2022-06-09,Espartal,Biomasa,Pastoreo,50,54.22,43.89,40.47
61,2022-11-15,Espartal,Biomasa,Pastoreo,1,0.31,0.31,1
62,2022-06-09,Espartal,Biomasa,Pastoreo,25,26.85,26.81,24.96
62,2022-11-15,Espartal,Biomasa,Pastoreo,1,0.41,0.41,1
63,2022-06-09,Lastonar,Biomasa,Pastoreo,50,54.53,36.28,33.26
63,2022-11-15,Lastonar,Biomasa,Pastoreo,2,1.67,1.67,2
64,2022-06-09,Lastonar,Biomasa,Pastoreo,12,17.43,17.43,12
64,2022-11-15,Lastonar,Biomasa,Pastoreo,1,2.11,2.11,1
65,2022-06-09,Lastonar,Biomasa,Pastoreo,42,41.46,39.68,40.19
65,2022-11-15,Lastonar,Biomasa,Pastoreo,1,1.93,1.93,1
66,2022-06-09,Lastonar,Biomasa,Pastoreo,85,86.61,86.61,85
66,2022-11-15,Lastonar,Biomasa,Pastoreo,1,2.27,2.27,1
67,2022-11-15,Aulagar,Biomasa,Pastoreo,72,71.95,17.95,17.96
68,2022-11-15,Aulagar,Biomasa,Pastoreo,25,28.8,24.34,21.12
69,2022-11-15,Espartal,Biomasa,Pastoreo,98,99.68,99.68,98
70,2022-11-15,Espartal,Biomasa,Pastoreo,43,43.79,43.55,42.76
71,2022-11-15,Lastonar,Biomasa,Pastoreo,60,51.33,37.86,44.25
72,2022-11-15,Lastonar,Biomasa,Pastoreo,50,51.76,51.76,50
73,2022-11-15, ,Biomasa,Pastoreo,97,117.33,77.58,64.13
74,2022-11-15, ,Biomasa,Pastoreo,67,67.03,41.32,41.3
75,2022-11-15, ,Biomasa,Pastoreo,62,61.47,33.75,34.04
76,2022-11-15, ,Biomasa,Pastoreo,20,28.65,27.07,18.89
